reads,sketch_id,shared_hashes,mlst,meca,pvl,scc,clindamycin,rifampicin,ciprofloxacin,vancomycin,tetracycline,mupirocin,gentamicin,trimethoprim,penicillin,methicillin,erythromycin,fusidicacid,pubmlst_id,resolution
1000,SAMN06327455,1384,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38760,10k
2000,SAMEA3856166,1022,ST59,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,r,S,R,R,R,S,38760,10k
2000,SAMEA3856168,1010,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,38760,10k
2000,SAMEA3856175,1007,ST59,MRSA,PVL+,SCCmec-V,R,S,S,S,R,S,S,S,R,R,R,S,38760,10k
2000,SAMEA3856178,1007,ST59,MRSA,PVL+,SCCmec-V,R,S,R,S,R,S,S,S,R,R,R,S,38760,10k
2000,SAMEA3924093,1005,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,38760,10k
3000,SAMEA3924093,774,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,38760,10k
3000,SAMN06328164,765,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38760,10k
3000,SAMN03473892,763,ST59,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,38760,10k
3000,SAMEA3856166,759,ST59,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,r,S,R,R,R,S,38760,10k
3000,SAMEA2385461,758,ST59,MRSA,PVL-,SCCmec-V,S,S,R,S,S,R,S,S,R,R,R,R,38760,10k
4000,SAMEA3924093,631,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,38760,10k
4000,SAMEA3856166,625,ST59,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,r,S,R,R,R,S,38760,10k
4000,SAMEA4008515,619,ST59,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,38760,10k
4000,SAMN03473897,618,ST59,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,38760,10k
4000,SAMEA3856168,616,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,38760,10k
5000,SAMEA3924093,543,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,38760,10k
5000,SAMN03473897,536,ST59,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,38760,10k
5000,SAMN08932895,533,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,S,S,R,R,R,S,38760,10k
5000,SAMEA2385461,531,ST59,MRSA,PVL-,SCCmec-V,S,S,R,S,S,R,S,S,R,R,R,R,38760,10k
5000,SAMEA3856168,531,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,38760,10k
6000,SAMEA3924093,475,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,38760,10k
6000,SAMN03473897,473,ST59,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,38760,10k
6000,SAMEA2385461,464,ST59,MRSA,PVL-,SCCmec-V,S,S,R,S,S,R,S,S,R,R,R,R,38760,10k
6000,SAMN06328207,464,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38760,10k
6000,SAMEA3856166,462,ST59,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,r,S,R,R,R,S,38760,10k
7000,SAMN03473897,413,ST59,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,38760,10k
7000,SAMEA3924093,408,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,38760,10k
7000,SAMEA3856168,402,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,38760,10k
7000,SAMEA3856166,400,ST59,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,r,S,R,R,R,S,38760,10k
7000,SAMN06328207,400,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38760,10k
8000,SAMN03473897,371,ST59,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,38760,10k
8000,SAMEA3924093,370,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,38760,10k
8000,SAMEA3856166,368,ST59,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,r,S,R,R,R,S,38760,10k
8000,SAMEA3856168,368,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,38760,10k
8000,SAMN06328164,363,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38760,10k
1000,SAMN08131362,1348,ST25,MSSA,PVL*,-,R,S,S,S,R,S,S,R,R,S,R,S,38761,10k
1000,SAMEA3449103,1342,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38761,10k
1000,SAMN05340662,1341,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,R,R,S,S,S,38761,10k
1000,SAMN08131690,1332,ST25,MSSA,PVL*,-,R,S,S,S,R,S,S,R,R,S,R,S,38761,10k
1000,SAMEA4394901,1322,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,R,R,S,S,S,38761,10k
2000,SAMN08815332,951,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,R,R,S,S,S,38761,10k
2000,SAMEA3449103,948,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38761,10k
2000,SAMEA4390231,946,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,R,S,S,S,38761,10k
2000,SAMN05340662,946,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,R,R,S,S,S,38761,10k
2000,SAMEA4390301,942,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,S,S,S,S,38761,10k
3000,SAMEA3449103,715,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38761,10k
3000,SAMEA4390231,715,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,R,S,S,S,38761,10k
3000,SAMEA4390301,708,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,S,S,S,S,38761,10k
3000,SAMN08815332,708,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,R,R,S,S,S,38761,10k
3000,SAMN08131756,707,ST1029,MSSA,PVL*,-,R,R,S,S,R,S,S,R,R,S,R,S,38761,10k
4000,SAMEA3449103,582,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38761,10k
4000,SAMN08815332,582,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,R,R,S,S,S,38761,10k
4000,SAMEA4390301,580,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,S,S,S,S,38761,10k
4000,SAMEA4390231,579,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,R,S,S,S,38761,10k
4000,SAMN08131362,574,ST25,MSSA,PVL*,-,R,S,S,S,R,S,S,R,R,S,R,S,38761,10k
5000,SAMN08815332,501,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,R,R,S,S,S,38761,10k
5000,SAMEA3449103,500,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38761,10k
5000,SAMEA4390231,497,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,R,S,S,S,38761,10k
5000,SAMEA4390301,497,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,S,S,S,S,38761,10k
5000,SAMEA3283328,489,ST1,MSSA,PVL*,-,R,S,S,S,R,S,S,S,R,S,R,S,38761,10k
6000,SAMN08815332,446,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,R,R,S,S,S,38761,10k
6000,SAMEA4390231,445,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,R,S,S,S,38761,10k
6000,SAMEA3449103,435,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38761,10k
6000,SAMEA4390301,430,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,S,S,S,S,38761,10k
6000,SAMN08131362,429,ST25,MSSA,PVL*,-,R,S,S,S,R,S,S,R,R,S,R,S,38761,10k
7000,SAMEA4390231,387,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,R,S,S,S,38761,10k
7000,SAMEA3449103,378,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38761,10k
7000,SAMEA3283328,376,ST1,MSSA,PVL*,-,R,S,S,S,R,S,S,S,R,S,R,S,38761,10k
7000,SAMN08815332,376,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,R,R,S,S,S,38761,10k
7000,SAMN08815344,375,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38761,10k
8000,SAMEA4390231,351,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,R,S,S,S,38761,10k
8000,SAMEA3449103,350,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38761,10k
8000,SAMEA3283328,344,ST1,MSSA,PVL*,-,R,S,S,S,R,S,S,S,R,S,R,S,38761,10k
8000,SAMN08815344,343,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38761,10k
8000,SAMEA3717850,342,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38761,10k
1000,SAMEA3856166,1330,ST59,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,r,S,R,R,R,S,38762,10k
1000,SAMEA3856168,1318,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,38762,10k
1000,SAMEA3856178,1318,ST59,MRSA,PVL+,SCCmec-V,R,S,R,S,R,S,S,S,R,R,R,S,38762,10k
1000,SAMN05868199,1317,ST338,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,38762,10k
1000,SAMEA3929594,1315,ST59,MSSA,PVL-,-,R,S,S,S,S,S,S,S,R,S,R,S,38762,10k
2000,SAMEA3856166,988,ST59,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,r,S,R,R,R,S,38762,10k
2000,SAMEA3856168,974,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,38762,10k
2000,SAMN06328164,974,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38762,10k
2000,SAMEA3924093,973,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,38762,10k
2000,SAMN05868199,973,ST338,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,38762,10k
3000,SAMEA3924093,746,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,38762,10k
3000,SAMEA3856166,745,ST59,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,r,S,R,R,R,S,38762,10k
3000,SAMN06328164,738,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38762,10k
3000,SAMEA3929594,736,ST59,MSSA,PVL-,-,R,S,S,S,S,S,S,S,R,S,R,S,38762,10k
3000,SAMEA2385461,735,ST59,MRSA,PVL-,SCCmec-V,S,S,R,S,S,R,S,S,R,R,R,R,38762,10k
4000,SAMEA3924093,617,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,38762,10k
4000,SAMEA3856168,614,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,38762,10k
4000,SAMEA3856166,610,ST59,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,r,S,R,R,R,S,38762,10k
4000,SAMEA3929594,604,ST59,MSSA,PVL-,-,R,S,S,S,S,S,S,S,R,S,R,S,38762,10k
4000,SAMN05868199,603,ST338,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,38762,10k
5000,SAMEA3856168,531,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,38762,10k
5000,SAMEA3924093,531,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,38762,10k
5000,SAMN03473897,526,ST59,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,38762,10k
5000,SAMEA2385461,525,ST59,MRSA,PVL-,SCCmec-V,S,S,R,S,S,R,S,S,R,R,R,R,38762,10k
5000,SAMEA2537085,525,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38762,10k
6000,SAMEA3924093,458,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,38762,10k
6000,SAMN03473897,457,ST59,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,38762,10k
6000,SAMEA2385461,454,ST59,MRSA,PVL-,SCCmec-V,S,S,R,S,S,R,S,S,R,R,R,R,38762,10k
6000,SAMEA2537085,450,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38762,10k
6000,SAMEA3856168,450,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,38762,10k
7000,SAMN03473897,402,ST59,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,38762,10k
7000,SAMEA3856168,401,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,38762,10k
7000,SAMEA3924093,400,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,38762,10k
7000,SAMEA2537085,395,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38762,10k
7000,SAMN06328164,394,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38762,10k
8000,SAMEA3856168,373,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,38762,10k
8000,SAMN06328164,369,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,38762,10k
8000,SAMEA3924093,368,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,38762,10k
8000,SAMEA3856166,367,ST59,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,r,S,R,R,R,S,38762,10k
8000,SAMN03473897,365,ST59,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,38762,10k
1000,SAMEA4390301,1391,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,S,S,S,S,38763,10k
1000,SAMEA3449103,1374,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38763,10k
1000,SAMEA4394901,1372,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,R,R,S,S,S,38763,10k
1000,SAMEA4390231,1361,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,R,S,S,S,38763,10k
1000,SAMEA4390324,1361,ST25,MSSA,PVL+,-,S,S,S,S,S,S,S,R,R,S,S,S,38763,10k
2000,SAMEA4390301,987,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,S,S,S,S,38763,10k
2000,SAMEA3449103,978,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38763,10k
2000,SAMEA4390231,977,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,R,S,S,S,38763,10k
2000,SAMEA4394815,975,ST25,MSSA,PVL*,-,R,S,S,S,S,S,S,R,R,S,R,S,38763,10k
2000,SAMEA4394892,968,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,R,R,S,S,S,38763,10k
3000,SAMEA4390231,728,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,R,S,S,S,38763,10k
3000,SAMEA4390301,723,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,S,S,S,S,38763,10k
3000,SAMEA3449103,718,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38763,10k
3000,SAMN08131756,715,ST1029,MSSA,PVL*,-,R,R,S,S,R,S,S,R,R,S,R,S,38763,10k
3000,SAMN08815332,710,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,R,R,S,S,S,38763,10k
4000,SAMEA4390231,591,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,R,S,S,S,38763,10k
4000,SAMEA4390301,591,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,S,S,S,S,38763,10k
4000,SAMEA3449103,587,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38763,10k
4000,SAMN08131362,581,ST25,MSSA,PVL*,-,R,S,S,S,R,S,S,R,R,S,R,S,38763,10k
4000,SAMN08815332,581,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,R,R,S,S,S,38763,10k
5000,SAMEA4390231,512,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,R,S,S,S,38763,10k
5000,SAMEA3449103,511,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38763,10k
5000,SAMEA4390301,507,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,S,S,S,S,38763,10k
5000,SAMN08815332,507,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,R,R,S,S,S,38763,10k
5000,SAMEA3717850,502,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38763,10k
6000,SAMEA4390231,461,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,R,S,S,S,38763,10k
6000,SAMEA3449103,450,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38763,10k
6000,SAMN08815332,447,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,R,R,S,S,S,38763,10k
6000,SAMEA4390301,442,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,S,S,S,S,38763,10k
6000,SAMEA3283328,440,ST1,MSSA,PVL*,-,R,S,S,S,R,S,S,S,R,S,R,S,38763,10k
7000,SAMEA4390231,392,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,R,S,S,S,38763,10k
7000,SAMEA3283328,384,ST1,MSSA,PVL*,-,R,S,S,S,R,S,S,S,R,S,R,S,38763,10k
7000,SAMEA3449103,379,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38763,10k
7000,SAMN08815344,379,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38763,10k
7000,SAMN04868147,376,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,38763,10k
8000,SAMEA4390231,359,ST25,MSSA,PVL+,-,S,R,S,S,S,S,S,R,R,S,S,S,38763,10k
8000,SAMEA3449103,352,ST25,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38763,10k
8000,SAMEA3283328,350,ST1,MSSA,PVL*,-,R,S,S,S,R,S,S,S,R,S,R,S,38763,10k
8000,SAMN08815344,348,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38763,10k
8000,SAMEA3717850,347,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38763,10k
1000,SAMEA3448884,1423,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,38764,10k
1000,SAMEA2710320,1422,ST121,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,38764,10k
1000,SAMEA3449050,1420,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,38764,10k
1000,SAMEA3448848,1416,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,38764,10k
1000,SAMEA3448896,1415,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,38764,10k
2000,SAMEA3448958,1066,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,38764,10k
2000,SAMEA3448896,1053,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,38764,10k
2000,SAMEA3448904,1053,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,38764,10k
2000,SAMEA3448848,1052,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,38764,10k
2000,SAMEA3929410,1051,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,38764,10k
3000,SAMEA3448848,789,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,38764,10k
3000,SAMEA3448970,784,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,S,S,S,S,38764,10k
3000,SAMEA3448958,782,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,38764,10k
3000,SAMEA3448904,781,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,38764,10k
3000,SAMEA3929410,779,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,38764,10k
4000,SAMEA3448848,657,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,38764,10k
4000,SAMEA3448958,648,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,38764,10k
4000,SAMEA3448904,642,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,38764,10k
4000,SAMEA3448911,642,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,R,R,S,S,S,38764,10k
4000,SAMEA3448970,639,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,S,S,S,S,38764,10k
5000,SAMEA3448848,560,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,38764,10k
5000,SAMEA3449053,555,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,38764,10k
5000,SAMN08131410,555,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,R,R,S,R,S,38764,10k
5000,SAMEA3448953,552,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,38764,10k
5000,SAMEA3448958,552,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,38764,10k
6000,SAMEA3448848,490,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,38764,10k
6000,SAMN08131410,484,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,R,R,S,R,S,38764,10k
6000,SAMEA3448953,482,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,38764,10k
6000,SAMEA3448904,474,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,38764,10k
6000,SAMEA3448958,473,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,38764,10k
7000,SAMEA3448953,433,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,38764,10k
7000,SAMEA3448848,426,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,38764,10k
7000,SAMEA3448995,425,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,38764,10k
7000,SAMEA3448958,424,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,38764,10k
7000,SAMN06327554,424,ST1413,MSSA,PVL+,-,S,S,S,S,S,S,S,R,R,S,S,S,38764,10k
8000,SAMEA3448953,394,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,38764,10k
8000,SAMEA3448995,390,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,38764,10k
8000,SAMEA3448848,387,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,38764,10k
8000,SAMEA3448987,384,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,38764,10k
8000,SAMN06327554,384,ST1413,MSSA,PVL+,-,S,S,S,S,S,S,S,R,R,S,S,S,38764,10k
1000,SAMEA2340656,1451,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
1000,SAMN05868250,1440,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
1000,SAMEA2662057,1431,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
1000,SAMEA3215991,1430,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
1000,SAMEA3671726,1429,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,R,R,S,S,S,38765,10k
2000,SAMN08815292,1031,ST582,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
2000,SAMEA2340656,1029,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
2000,SAMEA1067967,1026,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
2000,SAMN03289677,1025,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
2000,SAMN05868250,1025,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
3000,SAMEA3671688,769,ST582,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
3000,SAMN08815292,768,ST582,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
3000,SAMEA3181383,765,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,38765,10k
3000,SAMN03289585,763,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
3000,SAMEA3180897,761,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,R,S,38765,10k
4000,SAMEA4547381,614,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
4000,SAMN08815292,612,ST582,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
4000,SAMN03289585,610,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
4000,SAMN06925301,607,ST1535,MRSA,PVL*,Vc,R,S,S,S,R,S,R,S,R,R,S,R,38765,10k
4000,SAMEA2384595,606,ST15,MSSA,PVL*,-,R,S,S,S,S,S,S,S,S,S,R,S,38765,10k
5000,SAMN03289585,528,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
5000,SAMEA4547381,522,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
5000,SAMEA2340447,518,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
5000,SAMEA2384595,518,ST15,MSSA,PVL*,-,R,S,S,S,S,S,S,S,S,S,R,S,38765,10k
5000,SAMN08815292,518,ST582,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
6000,SAMN03289585,459,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
6000,SAMEA104281561,452,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
6000,SAMN03289592,452,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38765,10k
